Author,Comment,Guesses
Till von Ahnen,"Lets go for\n\n(72 kg) + (92 kg) + (113 kg) = 610<comma>680466 lb?",610
Massi,"In total i would say 628<comma>13 pounds\nif im right message to 30641056 that i won\nand you willl only have to send to Denmark?",628
Mark Barosi,"187 the Captain<comma> 210 Chappers<comma> 265 Bea = 662 pounds of rocking tone?",662
Robert Blofield,"Amazing competition guys 677.5lbs is my guess - Good luck everyone else!?",677
Chris Simms,"661lbs?",661
Kristoffer T?nder,"627 lbs!?",627
soulassasin10,"my guess is their combined weight is 584 pounds :)?",584
Morten Lau Larsen,"Combine Cap's soul of blues<comma> Rob's force of overdrive and Rabea's tons of fun (and his majestic afro) and you have 628.7 lbs of pure awesomeness.?",628
Danny Martin,"648!?",648
????? ????????,"615<comma>09 pounds?",615
guitim24,"637.8 lbs of hilarity!!!?",637
Super Burrman 64,"592 pounds<comma> massive guess?",592
trym1nator,"618.293?",618
KiwiFilms,"I'll go with 578 lbs.?",578
Nuno Carmona,"I'm guessing 574.25 pounds!?",574
Andrew Bennett,"Let's go for 648.5 lbs?",648
MrPassiman,"Chap= 82 kg\nLee= 74 kg\nBei= 106 kg?",
Chun Kiet Vong,"I think the combined weight would be 562 Ibs.?",562
MrPassiman,"Chap= 82 kg\nLee= 74 kg\nBei= 106 kg?",
Jannik,"I'd say 631<comma>5 lbs?",631
ondrej799,"617.294 lbs?",617
Gaz 88,"Lee 182 rob 240 Rabea 266 combined total =688 pounds?",688
Konrad Sobota,"617 Pounds?",617
Matej Vidmar,"My guess is 617<comma>294 pounds.?",617
chromeglyph!,"my guess is 602.5 LBS! :-D?",602
Jakob Eg,"570 lbs?",570
Gary Childress,"588 lbs.?",588
CJ Buckland,"692 lbs?",692
ThePhilipp0407,"645<comma>47 pound?",645
MrDinger78,"I guess<comma> 747.6lbs?",747
Daniel Perez Keilty,"the collective weight is 518<comma>086 pounds.?",518
Alabama2830,"628 Pounds?",628
Andrew Lodge,"I think \nlee=190\nRob=230\nrubeer=260\n\n190+230+260=680?",680
Raghallaigh,"530lbs?",530
???? ???????,"577 lbs?",577
Volker Bothe,"584<comma>23lbs.?",584
Harrison Bond,"607 pounds?",607
da custom strat,"I think 595 Pounds!  Definatly the small board!?",595
doktorjoerg,"My guess is a total of 617 lbs?",617
BaconHawkSauce,"I'd say 610 lbs?",610
Anirudh Mittal,"575 pounds maybe??",575
Judka Bloom,"659 lbs?",659
Matt Pruce,"623 lbs maybe??",623
Ollie Jordan,"618 pounds?",618
Uriel Gman,"555 pounds?",555
CL Gaming PS4,"655 lbs?",655
Jan Put,"700 lbs?",700
Sebastian Holmberg N?sby,"628.1337 lbs!?",628
Josh Wilson,"602.47 lbs.?",602
Adrian Zollet,"I'm going for 285 Kg<comma> so Google say that's 628 punds...?",628
Ollie O'Brien,"672 pounds of awesomeness!?",672
Pauly14G,"622 after visiting the loo?",622
Lauri Laurila,"654 lbs?",654
Daniel Davies,"I would guess about 662.2lbs?",662
Tomas Lavisius,"619<comma>7lbs?",619
Leeham Laundry470491,"I'm gonna guess rob is 180 lbs\nLee is 140 lbs\nAnd the other guy is 200?",
Connor Baxter,"648 Pounds?",648
nAmAri3,"688 Pounds?",688
Vojkan Tanic,"703 lbs total?",703
Simon Jennings,"616lb?",616
Daire Horgan,"673lbs in total?",673
Edoardo Allertsen,"Haven't got a clue<comma> but around 546.78??",546
RobbDizzl,"610 pounds?",610
Alex Conca,"584lb tho?",584
Michael Parkes,"im gonna go with 594lbs?",594
function_store,"663.5914 lbs?",663
JonnMon1,"652.4 lbs?",652
Turbokummeli,"600 pounds?",600
Stefanos andritsios,"618 pounds?",618
ZonaDiGioco,"578 lbs?",578
Magnus Pedersen,"267<comma>6 kg :)?",
Ash,"Lee 70 kg<comma> Rob 81 kg<comma> Bea 102 kg?",
Edward Dimaunahan,"I'm guessing 634 pounds based on their height and body mass.?",634
Tenkterian,"606 pounds?",606
Steven G,"Total of 714 lbs!?",714
Grant Mungo,"651 Pounds?",651
Xameto,"I would say about 607lbs of guitar skills and fun !?",607
Harrison Borts,"<a href="http://www.youtube.com/watch?v=FOw7ViIp25A&t=7m33s">7:33</a> baby dimebag was watching over me?",
Angus Three,"604 pounds?",604
CHASMO51,"I go for 679 lbs.??",679
Josh West,"754lbs?",754
Keith Geronimo,"645?",645
dannster,"586 lbs?",586
FrolleGaming,"\m/ 666 \m/ pounds w/ Rabea's afro in mind... xoxo?",666
Ahmed Imtiaze Noble,"656 pounds.?",656
Robert Gheorghe,"628 lbs ????",628
Wyldie BlaDe,"Hmm..leeeeets say you're like a total of 616 pounds ? Sounds like an amp rather than pounds!! haha?",616
fsadelaide,"Total 608lbs?",608
Jean-Pascal Hartge,"628 lbs?",628
Rasta Starfish,"My guess is 625 pounds?",625
ZworQ,"75+100+126 = 301 kgs in total.?",
James Fleet,"582.2 pounds?",582
Nick kciN,"My guess is 586 lbs!?",586
rezner101,"844lbs sorry if I'm way over   ;-) No offence like.?",844
Ja Pc,"657 fam?",657
neilleken18,"i'm gonna guess 573<comma>2 Ibs?",573
Mike Feeney,"Collectively 602lbs?",602
Nico Schulenburg,"610<comma>68 pounds :)?",610
Wafflemycupcake,"513 pounds?",513
howlinwolf12368,"all together im going to guess that the combined weight of you all is 643 lbs?",643
Kaveen Rodrigo,"I would Love to win these pedals<comma> sounds sweet! not bad Mooer!\nMy bets are on <b>total weight</b> : 623.706 lbs \nand the individual guesses for Lee<comma>Rob and Rabea : 179.343 lbs <comma> 169.728 lbs <comma> 247.635 lbs\n\n<b>I Trust my total more than the individual weights</b>?",623
James Fenneberg,"600 lbs?",600
Emanuele Tirloni,"716 pounds?",716
AndKento,"I'll guess 617 pounds?",617
d.e. Williams,"711 lbs!?",711
jordan levers,"670 lbs?",670
Daan van Loenen,"All= 613 pounds\nLee= 162 pounds\nRob= 211 pounds\nBea= 241 pounds?",613
Jack Hunter,"i say 639 lbs?",639
Edward Sananikone,"My guess is 588 Pounds (or 267 kg)?",588
Scott Sheerins,"643 pounds?",643
Salman Athar,"Lee is 78 kgs <comma> Rob is 89 kgs and Bea is 115 kgs?",
Henry Rolleston,"I'd say 540lb?",540
Elemental Smurf,"553 pounds?",553
Jack O'Connor,"651.2 lbs brudas?",651
Jith Fernando,"700lbs?",700
cwbewley1985,"Cap 82 kg<comma> chapters 100 kg<comma> Bea 110 kg = 292 kg - 644 lb?",644
Dusan Marko,"My guess is 670 lbs total?",670
adrian marin,"I?m going to say... 698.7 lbs<comma> maybe is too much but thats what i think hahaha?",698
denhanhan,"574 pounds i have no idea?",574
Archy Gogitidze,"I would go with 666 pounds.?",666
Clive Pringle,"664 lbs?",664
roshantheevoled,"533?",533
futilitarian,"590 lbs.?",590
elektrodenio,"Captain-165 ibs\nRob-187 ibs\nBea-242 ibs\nTotal-594 ibs?",594
thepowditchinator,"My guess is 588 lb. Probably way off.?",588
Lape,"724 lbs?",724
Krzysiek P.,"I say it's 610<comma>68 pounds.?",610
Daz,"I'm going to take a guess with 565lb!?",565
Ty Thrasher,"164+189+206=559.64 pounds (hehe gotta add random decimals)?",559
Jonny Rock,"I'd say 650 pounds for the 3 of you.?",650
Jacopo Calori,"597 pounds?",597
ary alexopoulos,"I think 542.3 lbs?",542
Mathis G,"Rob : 205<comma>03 (93 kg)\nLee : 158<comma>733 (72kg)\nBea : 253<comma>532 (115kg)\nTotal : 617<comma>295?",733
Cris Gibbons,"My guesstimate is 612lb :-)?",612
Jamie Proctor,"630lbs?",630
Kj's guitar,"Sorry last one was in the wrong measurements the right one is 604 pounds?",604
Phillip Lovejoy (Four Barrel),"650 pounds?",650
AMP-Music,"ok i think 653 lb?",653
Luca Bezerra,"Cap 77kg<comma> Rob 89kg<comma> Bea 102kg.\nSo total is 268kg.?",
gustustus,"my guess is 666 pounds :)?",666
TheSurfersEye,"679 pounds total!   :P?",679
michael mckenna,"I'm going to guess 621lb :)?",621
Christian_15,"644 pounds(Ibs)?",644
TheKiwiSaint,"622 lbs.?",622
Julien Ludwig,"671.5 pounds?",671
kamspro90,"629.4 pounds brah?",629
????????? ???????,"Captain - 73kg<comma>  Rob - 98kg<comma> Bea - 108kg. Totally 615<comma>09 pounds!?",615
maaplyYugioh,"I shall say 563 Pounds in total?",563
Nik P,"623 pounds!!!?",623
Andy Holt,"616 Pounds combined [before lunch]?",616
warmbuttbeef,"i think 518 lbs?",518
Andrea Astengo,"Grrrreetings guys... For me your total weight is about 639.. I thought you were a little lower than 6.0 6.1 6.2 ft...?",639
max mustermann,"72+87+100=259kg so 571 lbs?",571
altermonte,"620<comma>317 lbs!?",620
netzumspass,"628.3 lbs?",628
1234,"Lee 171<comma> Chappers 210<comma> Rabear 286 pounds = 667 pounds in total?",667
Wizzman12S,"720 pounds?",720
Brian Allen,"720 lbs?",720
wreckrecordings,"644 lbs!?",644
kamphuman mc,"575.5 pounds?",575
Tadhg Parker,"635 pounds?",635
AlphaLemming,"467 LBS.?",467
Nicholas Vogel,"736 pounds?",736
Jorge LG,"585 pounds?",585
betsydeath,"Pre or post poo? 700 pounds.?",700
Wayne Vicknair,"655 lb?",655
Robert Talbot,"I reckon 567 pounds?",567
metalingusable,"582 pounds?",582
David C,"605lbs combined weight?",605
Isaac Rebello,"I reckon Lee is 143 lbs (65 kg)<comma> Rob is 177 lbs (80 kg) and the other guy (sorry<comma> can't spell the name haha) is 198 lbs (90 kg). So altogether 518 lbs (235 kg).?",518
Miro Vida,"I reckon 666 pounds (I guessed 662 [300kg]  but 666 sounded way more interesting)?",666
ibanezgast,"I reckon it's 646 pounds?",646
Jason Vinod,"604 pounds?",604
FuguKing,"my guess is \n622.5 lbs\n\nPS.:\nmassive thanks to the editor of this video\nI mean the editing is always amazing but you outdid yourself on this one?",622
Rob R,"I'm going with a total weight of 668.3 pounds!?",668
Duncan Westbrook,"I'm going to say 642lbs total! I'd much rather have the smaller board though!?",642
Scott Minton,"I think a total of 626lbs; Capt 172<comma> Chappers 203<comma> Bea 251.?",626
hooler47pp,"679 lbs?",679
DragonCrestPC,"I say all together you guys weigh 665 pounds.?",665
Nostalgicbrad,"616 pounds?",616
Comp3630,"5 gain pedals a tuner and the TRUTH.?",
Sam Knight,"644lb total :)?",644
HelloValtteri,"672 pounds would be my guess (even though I have no idea how much that is).?",672
Euan Chan,"I'll guess 700 pounds in total?",700
Ryan Rodgers,"679 Pounds total.?",679
Vinnie Lee,"650 pounds<comma> I'm just guessing here :-}?",650
Jeroen Nelen,"602 pounds?",602
Gigi Gogo,"155 + 210 + 255 = 620 lbs\n\n:D?",620
gaillard matthieu,"hi <comma> i guess 596 pounds cheers?",596
Boyan Zlatarski,"Maybe 655.3 lbs?",655
Adrian Danial,"637 pounds?",637
Wil Chai,"618 lbs?",618
Dylan Kennedy,"My guess is 626 pounds?",626
Theasianspartan,"lee (65kg)+rob (97kg)+rabea(99kg)=261kg?",
Huunter96,"683lb perhaps??",683
ProjektDesWestens,"i think 617 lbs?",617
Jimmy,"Let's say 618 !?",618
Bothand Nether,"507 lbs total.?",507
orlock20,"720 pounds?",720
Jose Manuel Esteban,"I bet 591 lbs?",591
Quistis93,"Lee seems to be like 64 kg\nRabea is near 98kg \nRob is like 83 kg\nMy guess is 539 lbs in total?",539
Ben Adams,"I will guess 523\nRob- 174\nLee- 142\nBea-207?",523
SimVonEon,"597 lbs :)?",597
ProjektDesWestens,"i?",
Pumpkin-Head,"i recon collectively 618lb?",618
Chris Zegers 420,"595 pounds?",595
Jim Yates,"Oh<comma>  that Chunky sound?",
LeonardoQuirke,"520 pounds?",520
Muh,"598<comma>9 pounds?",598
TylerTrest1,"All together I would say 549 pounds Lee is 120 rob is 194 and Afro man is 235?",549
Bobel,"657lbs!?",657
Jack Cook,"I'm guessing 622 lbs?",622
theashbash214,"260kg in total?",
yahuwah the inhuman,"648?",648
Nicko Manalili,"I think 582.0204lb?",582
T Morro,"i reckon 628 lbs!?",628
Gisatan,"I do declare you to have the combined mass of six hundred and eighty seven libra pondi!?",
The Gospel of Mark,"Lee (185) + Rob (243) + Bea (310) = 738?",738
Jordan Evans,"about 550 lbs I reckon?",550
Carlo Caboni,"640?",640
tombola1990,"595<comma>248 pounds \nthank you mister google for helping me<comma> the metric peasent?",595
smtoken12,"610lbs?",610
sephirothtriplezero,"738.5 pounds total?",738
Red Herring,"606lbs / 275kg?",606
Ekaansh Arora,"631 pounds.?",631
Alexander Holstner,"601<comma>86198 pounds!!?",601
Riccardo Ferrari,"573 puonds?",573
Alessandro Bac?,"601 lbs?",601
Rory Brace,"The answer you are looking for is:- \n\n676.48\n\nTHANKS!?",676
Raoul Tcho? (ToY),"666 pounds lmL?",666
Krzysztof Chmielewski,"685 pounds?",685
Joe Whyte,"I'm going to say 570 pounds?",570
Andrew Paterson,"I'm gonna say Captain 60kg Rob 80kg and Bea 115kg so 518 pounds total?",518
Glenn Mathisen,"628 Ibs. I think?",628
Jim Yates,"634.2 lbs. Total.?",634
Gareth Parry,"615 lbs?",615
Cl?ment G,"Mh<comma> let's say 598.4 lbs. Now let's pray I'm right<comma> for I'm really interested into getting my hands on that pedalboard Captain Lee just made ^^?",598
Abrincky,"660 pounds. Possibly. Hopefully.?",660
Alexander Sabertooth,"500 pounds?",500
Alfie Thum,"658 pounds?",658
Bill Kakoulidis,"I'd say that Chappers is about 209 lbs<comma> Captain is roughly 148 lbs and Bea is about 253 lbs<comma> which is 609 lbs in total?",609
Wojtasguitar1,"I think<comma> 617.294334118 Ibs :D?",617
rawuzar,"615<comma>09 pounds (or 43<comma>94 stones)?",615
JLeeTele,"669 lbs?",669
Mark Whyte,"560lb I think.?",560
Jareth McCardell,"707 pounds?",707
Cactus,"I will go 287kg?",
robert walker,"Lee 182lbs - Rob 210lbs - Rab 230lbs = Total 622 lbs?",622
adam ferreira,"563 pounds in total? great video?",563
Andi Oltean,"696.66 lb. fingers crossed :)?",696
Ufuk Alt?ok,"560 pounds maybe?",560
sleanidraC,"I guess about 586 lbs. This is harder than I thought!?",586
RevlisRPG,"Lee- 170\nChappers- 200\nBea- 230\nFinal guess- 600 pounds?",600
jmetalman21,"i say 559?",559
LosTroopos,"I'll go for 703<comma>275 lbs. By the way join the rest of the world and go metric.?",703
Phil Bert,"Easy. 626 pounds?",626
Baaaaaaaandyyy,"502 lb I think?",502
Christopher Forrest,"616 or 44 stone?",616
Steven Cowan,"So<comma> judging from past mentions of Rob's weight<comma> contrasted with looking at his current build<comma> and then converting for largerness and smallerness of Cap and Rabbea<comma> I'm going to put in a guess of about 670 lbs?",670
nick warriner,"I'm guessing about 537 lbs.?",537
StrangerPage,"609 lbs combined\nFor reference<comma> I'm 6 foot tall (around 1.82 m) and about 80 kg iin weight\nLee is slimmer so I estimated him at 72 kg(161lbs)<comma> Rob is around 96 (212 lbs) kind of built like my dad. Bea I estimated at 107 kg (236 lbs) because one of my best friends is around 6'1''<comma> lots of fun and also a fat fuck and I reckon that's his weight?",609
Matteo Calvagno,"639<comma>341 lbs :v?",639
Antti Laiho,"i guess 596 pounds?",596
Unknown Reject,"650 pounds?",650
Brett Marlar,"417 Pounds.?",417
Neoclassicalguitar89,"600 Pounds!?",600
???????? ????????,"529 pounds?",529
kompi93,"665 lbs?",665
Jason McGregor,"727 pounds total?",727
bruce wayne,"568LBS??",568
Z_X_C_V_B_N_M,"597 pound?",597
Jelmer Houdijk,"I'm guessing somewhere around 591.9lbs. It's a shame Bea didn't lift Chappers AND the Captain though :P?",591
Sam Williams,"624 lbs?",624
Isaacraj Kaher-Veriah,"693.8 pounds :)?",693
hugo loiseleux,"610pounds?",610
Will Powell,"I reckon 670 pounds\nrob is 230 pounds\ncapt is 189 pounds\nbea is 250 pounds?",670
Jason Uy,"553 lbs    l\n             -- + --\n                 |\n                 |\n\n\ndo u accept entries from Asia?\n\n\nGreetins from the Philippines?",553
Eirik H?ydalsmo Nilsen,"631 pounds.?",631
Alon Lachman,"637 pounds in total ;)?",637
The MQZ,"My guess is 732 pounds<comma> maybe a bit high? i don't hope so!?",732
Dark Inspiration,"Well according to my house "accurate" estimations you guys collectively weigh about 596.109 pounds xD?",596
TheFinninja,"628.3 pounds?",628
Lee Abraham,"658?",658
RonnyBourne,"624 Pounds I say?",624
steven k,"over 9000?",900
Thee Icebear,"693 lbs.?",693
JoeLaPop,"660 pounds?",660
FRparkour360,"Imma go for 625 pounds. No idea how I came to that conclusion but I really hope it's right.?",625
ArielsSmartyPants,"680 pounds.?",680
Matt Mitchell,"630lb Captains pedal board was awesome!!!!?",630
Bedtime for Bailey,"I'll say 633 lbs.?",633
Emmanuel T,"I'd say 591 lbs?",591
Paul Ich?,"531.3 pounds?",531
Pekka Kujansuu,"I'm going to guess 682 pounds.?",682
amuranen,"Combined bodyweight 635lb - right on the money!?",635
Dave Lead,"595.25 lbs?",595
Flexprog,"My guess is 620 lbs?",620
Jussa Palve,"And the guess for today will be 747 lbs. Thanks for the information and entertainment as always!?",747
gEEEtar Potato,"730 pounds?",730
cesar augusto montoya cardona,"i gues i'll go with 604 pounds?",604
Joe Humphreys,"665 lbs all together?",665
Luis G. San Jose Caballero,"Total of 645<comma>954 lb... I wanna win!!!???",645
xxxpaps,"my guesstimate is 518 pounds ????",518
Krone975,"642.8 pounds?",642
Chris Spurgeon,"644 pounds?",644
Head Banger,"649 lbs.?",649
AndyAlmightyFilms,"586lbs?",586
Paul H,"576?",576
Magnion365,"I'll go with 560 pounds.?",560
D0Msmagic,"618 pounds?",618
Viktor Labroski,"175(Lee) + 190(Rob) + 230(Bea) = 595 lbs (Total)?",595
mistervannes,"I'd say 78kg for Lee<comma> 98kg for Rob and 115kg for Rabea. Which sums up to 291kg<comma> or 641 pounds !?",641
Oscarntnz,"Lee(70 kg) + Rob (98 kg) + Rabea (107 kg) = 275 kg (606 lb)?",606
Jake Arms,"570.3 ???",570
MrHarm98,"634.2 pounds?",634
Hugo Romero,"78+96+104=278 Christian Units. In heathen<comma> that's about 612.885 LB.?",612
Propellant TV,"I say they all weigh about 520 lbs?",520
Alexis Villars,"Lee (72kg) + Rob (88kg) + Bea (120)= 280kg = 617<comma>294 lbs?",617
yoris khalil,"624 lb?",624
jamie Outdoors,"666 pounds! \m/?",666
Si Winter,"I reckon somewhere around 719 lbs?",719
Constantine Chousos,"533?",533
David McMillan,"I'm going with a total of 687 pounds?",687
Mike Chartier,"I'll guess total weight is 675lbs.?",675
Evan Levenseller,"Im gonna say 696lbs Im usually pretty good at guessing in person ot sure about over youtube lol\nHope to win :)?",696
WTF !?,"638 pounds?",638
Jay Gerber,"I'll say 583 pounds. - Jason?",583
Alex Fresh,"619.4989567 pounds :)?",619
DanCrubenew,"How about 575 pounds?\nGood luck all.?",575
kqpk,"672.8 full English lbs.?",672
mattiscold,"562.178769 pounds? :D?",562
Kristoffer Mikkelsen,"522lb 7.929658oz?",522
Wolf Gualth?rie van Weezel,"617 lbs?",617
Aleksandar Todorovic,"I'm going for 591?",591
Ross van Heerden,"635 lbs?",635
Rob Swain,"617 pounds?",617
ironbigfra,"I'll go 563<comma>588lbs!?",563
Martin Weber,"621<comma>69lbs?",621
Justin McGhee,"my guess is 616lbs collective weight?",616
SiNiStRaL,"560 Pounds! :-)?",560
Keegzzz,"730 pounds of USDA-certified organic British meat! Hahah.?",730
P.J. Ron Fortaleza,"630 lbs.?",630
UK Portista,"659 pounds?",659
Sujay b,"I think your weight is 5399Newtons...?? \nbut your mass is probably 552  pounds.?",539
RJ Cosico,"Im guessing 540 lbs?",540
Sebastian Negulescu,"705 pounds?",705
ShipwreckNinja,"614?",614
Marko Marinkovic,"Lets say 620 lbs?",620
AxelL No1,"647?",647
Victormoreau,"697lb is my guess?",697
Ryan Maxwell,"Rob: 231 Pounds \nCaptain - 190\nRebea - 270\n-------------------\nTotal: 691 Pounds.?",691
Zoso The Outrider,"495 lbs. or 25 shmeckles. Or 67 dollaridoos.?",495
Alex Kempson,"I'm going to guess around 592lbs?",592
Ashley Bell,"527lbs?",527
Songbirdstress,"660?",660
kjgman516,"My guess would be 683lbs. Awesome contest guys!?",683
Krone975,"<a href="http://www.youtube.com/watch?v=FOw7ViIp25A&t=19m58s">19:58</a> i laughed my ass off?",
zenixification,"Im gonna go with 662 pounds!?",662
Kamiya Tetsuya,"674<comma>615 lbs\nAround 674 to 675 lbs?",674
Muix eranga,"lee  168 Rob 194 and Bea 199 ...TOTAL  561 ...caus you all eat too much crap?",561
Lasse V,"608 lbs :)?",608
Wilhelm Jonsson,"617 pounds?",617
djdjmaker,"628 lbs?",628
TheDoomedCow,"552lbs for your combined weights?",552
James Green,"Guys I recon 588pounds?",588
MrMentalDisease,"Let's go with combined weight of 608.475844 lbs?",608
